carat,x,y,z,labcol,labcut,labclar
0.5731752876509361,0.459789660168195,0.4455903651684676,0.4292629238704568,0.24845401517424823,-0.0926422469565319,-0.08327150239151321
0.5457432477572287,0.4572301689576819,0.46968552707050115,0.4687946257782498,0.17454360047907505,-0.11097754874565123,-0.09975219210857232
-0.2869093420002781,-0.23375151889765394,-0.23210527349176777,-0.2325151259670026,0.6681606655819062,-0.24914028998109541,-0.49658589989763857
-0.3431130525800638,-0.41289683265656746,-0.4136218777210198,-0.4208259542863894,0.46365589495471454,-0.1728856098104169,-0.344595232403287
0.11579930022029437,0.11513504652443203,0.07500550105024646,0.30828330993027675,0.2875113890103712,-0.8569776500668294,0.2357891584365222
-0.2731933550778989,-0.24657618758316643,-0.25727650095927534,-0.22139950873131256,0.11000369081860394,-0.23722989021720353,0.8252137912321487
-0.33994653050842094,-0.40908628996783264,-0.41853347701575755,-0.3888968867372012,0.07942734916488667,-0.17129008292731654,0.5958394981488276
0.2696963716949499,0.40885223295390827,0.4318762214437953,0.27699422190050743,0.14350309581674814,-0.3094734677818517,-0.6168418624886196
-0.4139142822741762,-0.4785463492518645,-0.4717768440335473,-0.4813761721295121,-0.14020581657458261,-0.21724490568039093,0.28021229245238866
0.2437172455088168,0.3247492382045982,0.2948816457597652,0.29392909745458856,0.7064596340872737,0.1572787117359675,-0.37144115204244843
0.26172872197864594,0.31653545159243274,0.3569552309465147,0.3668499311674638,0.13320048867892942,-0.28725524635611777,0.6848719065164867
0.2474389498228585,0.28093763080027156,0.24981852480012912,0.35423153600507357,0.12592805552802463,-0.7723437722355327,-0.24410235475509678
-0.38098971580214935,-0.49361425203892406,-0.48559944966255425,-0.49026911059478356,-0.31775218143357126,-0.18111073305382783,0.035406692700494055
-0.38730779830564693,-0.4097873145008384,-0.4178097282206121,-0.40733493414634386,-0.4279224890478234,-0.24390503105915645,0.3145997264226127
0.17856712744575834,0.2996260168616261,0.277316588591426,0.3795164478626585,0.7101915468987209,0.381098325349919,0.08827706178968579
0.3843112048654737,0.3894406791101513,0.3999006556841667,0.38939092541808196,0.6023949254575834,-0.15890353252096023,0.031065240861900927
-0.12368322578343181,-0.009579532085678745,0.012637357423657895,0.03579858351115352,0.1600945784214735,0.9280266334325605,-0.3103316684462682
-0.2790826526818176,-0.23955388666953353,-0.25407094018812887,-0.2633916464173867,0.10863308948247467,-0.23427410207880672,0.8149319623549689
-0.11166049420536497,-0.003054682464447779,0.04363873809250827,-0.05513743037331708,-0.18110698137194772,-0.7980769403162391,-0.5593313739566084
0.544884631513493,0.44572446378788716,0.4523533618496239,0.43338040501183056,0.29013736367784815,0.09130552644044153,0.13954179422679266
0.23888688801667984,0.3116240220864218,0.337363756871149,0.34325879127963765,0.4516915121534088,-0.2871925219281318,-0.5724315282621499
0.3419269131155169,0.4467955117719587,0.4359142453574869,0.39810339952171253,0.12123401061607647,0.22065662317162163,-0.5211191610868224
0.36522206710909594,0.3595122390448515,0.37964594832312165,0.40512774435980176,0.2786383789212223,0.4762048307114505,-0.3531201910745481
-0.4171391862789949,-0.4369209313511549,-0.4276794901099135,-0.41003521802262277,-0.4608821192157457,-0.26269118936014485,0.05135546668036284
-0.4432122177884037,-0.2915721924856889,-0.336592038399271,-0.38656731866246824,-0.31309557482567985,0.40944054207305086,-0.4360615758491109
-0.3468389132634036,-0.37564542787644256,-0.37222939368326763,-0.38924549579708884,-0.5818504857111518,-0.20319231407346777,0.2620866250322915
-0.11018296091020112,0.015661281503655977,0.0007283094129064816,-0.0619641632699545,-0.48582292845830316,-0.7875164886559501,0.35716692694254204
-0.30075674769074995,-0.3824110513352432,-0.37585268131547256,-0.3825319855827865,-0.255657374000489,0.391683823508757,0.506886869044713
-0.23791212828627067,-0.22778609674807715,-0.21659016615685783,-0.17548712797950275,0.09260743823642271,-0.5679812801419011,0.6947124649607761
0.21243066964616197,0.2512761052716097,0.23059164179848893,0.31221268430853594,0.40166763105698955,0.6864670509149113,0.329409116710513
0.18621343107355146,0.23129502911002475,0.24819373109004353,0.21682202736826817,0.36972766000754215,-0.6685580773778048,-0.4685582167570706
-0.36017055155869393,-0.4273037271347353,-0.4187711025940219,-0.4367945645088391,-0.31840080698658757,-0.18148043326754232,0.43268435269339917
0.3794890461226274,0.3917361792488731,0.3712083903414441,0.44229326671077157,0.3501645270110147,-0.22264007823089182,-0.44376573379583556
-0.34689418868367594,-0.4292354832740054,-0.4241181798534441,-0.4254634934214475,-0.11280674315095718,-0.17479082447984903,-0.5396746366254145
0.07473032015344865,0.09990334574497027,0.08716697580844503,0.21039547965708408,0.2972150721645886,-0.8859011637235156,0.24374718504737428
-0.39714101089049264,-0.4350973443029593,-0.41690858750673104,-0.4997423660446615,0.3420770807797692,0.1835631572848756,0.280538685006925
-0.2996736704077709,-0.3809901619875056,-0.37664530525361944,-0.3551863981396968,0.2374865377057951,0.40587458526813536,0.5252514538599189
-0.17006248651140674,-0.06920086868670053,0.009312377098858177,0.03626819064915222,0.7466297650533157,-0.474718872068254,-0.4267011540563772
-0.00035429455528511065,0.060164530922424755,0.07435215160083472,0.14817258818403642,-0.18640430053470602,0.7763564438159839,-0.5756916312097902
-0.388924305710559,-0.46408452652517074,-0.4546325615567659,-0.4703717929607669,0.3145023827764503,-0.19996552964072292,0.25792457271480546
-0.362872157090188,-0.370059833460688,-0.3895354826274028,-0.39141354013541213,-0.4111963946642239,0.19780410024234354,-0.4671489361896513
-0.13291033445316738,0.027239179467872562,0.0639974216550043,0.008096419904386426,-0.2394435557742239,-0.3710109463417142,0.8845616481605617
-0.31252633516221884,-0.024205837423324314,-0.11625702163245928,-0.004768322242173047,-0.5630293330628603,0.7362832753565259,0.17055158700495743
0.35318256226563627,0.397259613434499,0.3892134899550254,0.4022712658393471,0.5430614436665576,-0.20249393973948762,0.26118583027026204
0.10590783325391716,0.18222320979258283,0.2008696366650421,0.1958576892987485,0.4212132938641718,-0.7616567013299965,0.3454385874047096
-0.2729071573080391,0.019562939847358313,0.06045976676989698,0.04207148844451012,0.3972349233204137,-0.8566621405925019,0.16747529342223644
0.4090761625519987,0.3585754106437014,0.3533490253937387,0.4155588800715442,0.3897015033907554,-0.4132578786166575,-0.2896313442579303
-0.5048821718184288,-0.38804991913443376,-0.4209757948808819,-0.34987242957914744,0.25625754425430836,0.46641139800673903,0.10803885785499001
0.2217321342267122,0.26527889715080244,0.2539497945166197,0.2738247188015936,-0.5340962415016337,-0.1865157010499315,0.6488024280870082
-0.30909538022000344,-0.39791856003460907,-0.38422365469448744,-0.39432710345452376,-0.4129660731798741,-0.14421493855194248,0.5016575107200785
-0.26341390531371933,-0.08533937110518662,-0.15568926098108765,-0.1120076672911882,0.3069698785169761,-0.6619998841734749,-0.59503872961974
-0.3330648567039397,-0.4115995327856516,-0.40338049781972063,-0.38734948915052164,0.08105985984181575,-0.17481069506118507,0.6080860901941536
0.46392428011872205,0.41744174386496735,0.4420832735633495,0.4381212395706129,-0.10487638876651621,0.4368003312663676,-0.14606582472573518
-0.14750147841477193,0.023287238247793794,0.06402915452924877,-0.013486221961347186,-0.7223849643854727,-0.4117412187593989,0.5310824225975194
0.4349611891585555,0.4800890771077484,0.5194792864610224,0.4097649555783789,-0.13884181876928894,-0.2151314300643372,0.2774862361356163
0.3144550394264994,0.45365738776333325,0.4334442726076631,0.4494397754700827,-0.21344392902053114,0.27912434741061115,0.4265843894505773
-0.3519494728544116,-0.4295105836724993,-0.42427415899893756,-0.41230671174844485,-0.5078156142699712,-0.17733804872576614,0.22873862573140044
-0.3097148254461265,-0.37408724208211186,-0.36615680385512733,-0.3678524069079818,-0.47538200599911146,-0.47213328025579115,0.21412934871251194
0.3290955670643314,0.39766180006209295,0.38505936847604005,0.4282556305174461,0.13279610912686277,0.24170066519582753,-0.5708183424116475
