id,price
0,17294.0
1,16238.0
2,984.5
3,529.0
4,2529.0
5,1397.5
6,855.5
7,5563.5
8,812.0
9,4367.0
10,5279.5
11,6115.0
12,545.0
13,1139.0
14,4000.5
15,7331.0
16,2637.5
17,1935.0
18,2230.0
19,15298.5
20,4611.5
21,7822.0
22,8924.5
23,845.0
24,1857.5
25,1081.5
26,2664.5
27,478.5
28,1858.0
29,4041.5
30,4597.5
31,789.5
32,6359.5
33,807.0
34,2808.5
35,577.5
36,512.0
37,2208.0
38,3516.0
39,652.0
40,1337.0
41,2880.0
42,2830.5
43,5872.0
44,4295.0
45,3462.5
46,6046.0
47,2153.0
48,4609.5
49,427.5
50,2008.5
51,687.5
52,13771.0
53,3448.0
54,10186.0
55,9169.5
56,584.0
57,912.5
58,6321.5
59,6062.0
60,4541.0
61,709.5
62,18002.0
63,9124.5
64,2226.0
65,5937.5
66,819.5
67,2277.0
68,10151.0
69,990.0
70,3966.5
71,581.0
72,1048.5
73,784.5
74,3248.0
75,3021.0
76,1755.5
77,1315.5
78,3784.0
79,7878.5
80,654.5
81,1927.0
82,1293.0
83,1769.0
84,2693.5
85,726.5
86,961.5
87,2268.0
88,2818.0
89,7061.5
90,2028.0
91,853.5
92,565.5
93,530.5
94,3759.0
95,12792.0
96,769.0
97,1363.0
98,368.5
99,2490.5
100,611.5
101,555.5
102,2056.5
103,3747.0
104,634.0
105,6908.5
106,1007.0
107,5420.0
108,5236.5
109,16701.5
110,15715.5
111,765.0
112,3783.0
113,5702.0
114,3663.5
115,1050.0
116,1030.5
117,1960.5
118,6765.5
119,2167.5
120,1051.5
121,712.0
122,15900.5
123,4220.5
124,3774.0
125,4163.0
126,10007.0
127,11496.5
128,610.5
129,448.0
130,2634.0
131,2952.5
132,5431.0
133,6965.5
134,5805.5
135,4726.0
136,841.5
137,1016.0
138,912.0
139,3018.5
140,8794.5
141,3797.5
142,6368.0
143,1295.5
144,11715.0
145,11430.5
146,776.5
147,9467.5
148,4408.0
149,2811.0
150,6087.5
151,2226.0
152,6966.0
153,1839.5
154,6511.0
155,5584.5
156,1652.5
157,5570.0
158,3127.5
159,8415.5
160,2878.0
161,18028.0
162,828.0
163,3535.5
164,1802.5
165,984.0
166,779.0
167,564.5
168,2090.0
169,692.5
170,15116.5
171,623.5
172,526.5
173,2769.0
174,17469.0
175,1380.0
176,1592.0
177,3445.5
178,1380.0
179,3753.5
180,3458.0
181,839.0
182,813.5
183,10627.5
184,964.0
185,1051.0
186,881.0
187,6719.5
188,3783.5
189,785.5
190,1798.0
191,3057.0
192,3071.5
193,2310.5
194,822.5
195,816.0
196,828.0
197,17324.0
198,4797.0
199,4293.0
200,1056.5
201,14166.5
202,3783.5
203,8753.0
204,4650.0
205,8360.0
206,6769.5
207,1499.5
208,2779.0
209,4914.0
210,5992.5
211,1998.0
212,5935.0
213,1114.5
214,857.5
215,11084.0
216,1102.5
217,9603.0
218,11590.0
219,2064.5
220,1099.5
221,10992.5
222,819.5
223,8294.0
224,2409.0
225,2809.5
226,6488.0
227,5949.0
228,6100.0
229,10219.5
230,1898.0
231,866.0
232,536.5
233,15978.0
234,3257.0
235,1168.0
236,710.0
237,16861.5
238,2634.0
239,539.0
240,3342.0
241,654.5
242,15408.0
243,1687.5
244,5712.5
245,848.5
246,545.5
247,13281.0
248,5125.0
249,5071.0
250,1376.0
251,997.0
252,3102.5
253,1433.5
254,10506.5
255,3695.0
256,1263.5
257,6859.5
258,640.5
259,2350.0
260,736.0
261,5737.5
262,12848.0
263,726.5
264,1768.0
265,715.0
266,6792.5
267,3316.5
268,4247.0
269,1080.0
270,6220.0
271,5661.0
272,4057.0
273,1607.5
274,9557.5
275,5938.5
276,1075.0
277,13279.5
278,1229.0
279,678.5
280,6805.5
281,3993.5
282,610.5
283,716.5
284,1935.5
285,1011.0
286,13204.5
287,7784.5
288,652.5
289,3717.0
