id,price
0,16912.791523410946
1,14273.331711869303
2,858.1787835512741
3,-100.33508933151006
4,3566.513244388566
5,1252.2881669060635
6,133.3659047177507
7,5546.460796470253
8,668.0488155108706
9,5102.602419084757
10,5511.30272554169
11,5057.493376326686
12,851.8833210878292
13,1173.4187990095488
14,3844.4161172641425
15,7986.896985959036
16,2755.468392910644
17,1259.2371976793265
18,3293.1035004978935
19,14501.4071614767
20,5022.312930784391
21,6055.667381826109
22,7677.5787727922025
23,1196.2955882360875
24,1909.4375720439261
25,1374.1020807589175
26,3145.97021552582
27,881.7407196119239
28,1285.3186627019068
29,4724.3402996049435
30,5124.169987644086
31,880.63413784144
32,6543.871882810438
33,665.4794394229375
34,3613.539082742681
35,563.2389395873242
36,149.8624321835623
37,2751.8683755967713
38,3648.8038766082923
39,256.5373650984211
40,1183.3616372199285
41,3092.5551465629055
42,2781.30614184098
43,6479.3684778550205
44,4140.8539774219635
45,2881.9505730087776
46,8900.624586249502
47,1621.9623391691212
48,6463.027628477406
49,1080.8676839340478
50,2590.0528055966324
51,500.25713790260943
52,10156.394289500631
53,3372.9209106041017
54,8415.133002884655
55,5378.609278714443
56,1027.036946531609
57,1291.0076338975105
58,5664.211487820075
59,4685.788024988627
60,4757.842077463159
61,626.7138077547625
62,16107.924436968693
63,8894.720466820874
64,2666.924734126328
65,6451.2023245725495
66,651.5288431398903
67,2665.5625377216916
68,10045.414963429368
69,898.3423990242964
70,4351.844688583355
71,90.93979331845094
72,1457.2496525502338
73,192.41402947194274
74,3124.553731923787
75,3327.022994487672
76,2112.1405185813674
77,1684.3358656362761
78,5363.430201378036
79,5972.179286008019
80,283.47204091472304
81,1626.820613404162
82,2187.5385297824796
83,1927.9462208720638
84,6076.86943808484
85,526.037798062669
86,834.89851918777
87,2695.9140339228006
88,3030.5771675519854
89,6710.917456817018
90,2588.8824765841673
91,650.4082654103559
92,160.8903057588186
93,109.44237386827172
94,5123.364249833272
95,13783.155842833423
96,574.9611001405119
97,2023.7512295790884
98,-264.8436619062486
99,2539.3809635684884
100,721.3578405523604
101,761.7578346302926
102,1770.9244918285426
103,5404.088504721456
104,1077.683072375372
105,4896.682102077572
106,1416.2583365294704
107,5467.08788195061
108,5356.443523802156
109,14823.344735231027
110,16402.72687144614
111,387.18288551435126
112,3717.0308862671036
113,4848.551637198445
114,4217.045213029009
115,537.8973360260288
116,1339.6945573704525
117,1704.651412394017
118,5672.12593040904
119,2348.8702401626965
120,579.0229505706347
121,929.7454926635728
122,14274.938459595114
123,5060.1807837001925
124,4460.548696135259
125,5034.746715845223
126,9503.474723299823
127,9108.93022953784
128,173.00570339187198
129,37.68119857552756
130,3582.396292711519
131,3313.6874277369643
132,8290.661674939833
133,5212.66928440815
134,5818.880365536092
135,4878.378253330032
136,200.45416388839385
137,1067.9073306970495
138,1154.5677276550923
139,2738.622105431163
140,5428.607584038474
141,6054.601994367298
142,5878.399978291063
143,1350.937853338376
144,15155.289767916447
145,9613.192418802937
146,1152.9597674661782
147,6241.578435023008
148,4648.109974124179
149,3063.9808682666517
150,6965.6719676065695
151,1782.3176035447477
152,5958.111344475847
153,1891.8051555625493
154,7179.989317613619
155,5749.41284836262
156,1773.7223188406424
157,5381.8099906701245
158,3537.4591632035854
159,5441.512651161681
160,2920.4858943503677
161,11365.85185126691
162,84.28612841991799
163,3934.3435188587036
164,2492.289273534432
165,928.3535771370389
166,1053.7446535919817
167,802.1366665575824
168,2496.7025720848733
169,499.14052401343815
170,16771.29990794733
171,451.1014210602243
172,164.85556121364334
173,3262.3888314966525
174,14909.420468717934
175,2412.540260547032
176,1336.4891955379544
177,3698.772501907575
